1.022064e+7, 5.751422e-8
1.100984e+7, 5.175170e-8
1.168486e+7, 4.693022e-8
1.240127e+7, 4.227510e-8
1.316160e+7, 3.833651e-8
1.396854e+7, 3.499744e-8
1.482496e+7, 3.184286e-8
1.573389e+7, 2.890831e-8
1.669854e+7, 2.612779e-8
1.772234e+7, 2.356228e-8
1.894933e+7, 2.110748e-8
2.026127e+7, 1.897156e-8
2.166404e+7, 1.706695e-8
2.316393e+7, 1.534332e-8
2.486591e+7, 1.366869e-8
2.687933e+7, 1.206896e-8
2.894266e+7, 1.066648e-8
3.268028e+7, 9.451084e-9
3.619353e+7, 8.709949e-9
4.107204e+7, 7.945924e-9
4.660811e+7, 7.230592e-9
5.328527e+7, 6.539484e-9
6.137381e+7, 5.934330e-9
7.069016e+7, 5.394493e-9
8.081734e+7, 4.915162e-9
9.849328e+7, 4.383857e-9
1.123439e+8, 4.126546e-9
1.281422e+8, 3.931615e-9
1.506683e+8, 3.723301e-9
1.807769e+8, 3.483626e-9
2.125556e+8, 3.339202e-9
2.424462e+8, 3.220186e-9
2.970360e+8, 3.008916e-9
3.464787e+8, 2.976070e-9
4.145552e+8, 3.049567e-9
4.923883e+8, 3.086684e-9
5.681882e+8, 3.098007e-9
7.088420e+8, 3.181464e-9
8.334492e+8, 3.259379e-9
1.010173e+9, 3.259379e-9
1.112676e+9, 3.374423e-9
1.425103e+9, 3.568941e-9
1.692667e+9, 3.723301e-9
2.010466e+9, 3.884338e-9
2.316515e+9, 4.027901e-9
2.669154e+9, 4.202112e-9
3.044504e+9, 4.383857e-9
3.457895e+9, 4.578026e-9
4.166585e+9, 4.888120e-9
5.258709e+9, 5.352373e-9
6.502274e+9, 5.837379e-9
7.803828e+9, 6.188618e-9
9.019842e+9, 6.549666e-9
1.089840e+10, 7.069473e-9
1.255744e+10, 7.647820e-9
1.463835e+10, 8.362873e-9
1.724087e+10, 9.166320e-9
1.894420e+10, 9.891038e-9
2.203735e+10, 1.057862e-8
2.576297e+10, 1.155471e-8
3.034329e+10, 1.254087e-8
3.573795e+10, 1.363140e-8
4.209170e+10, 1.489278e-8
4.957506e+10, 1.604886e-8
5.838888e+10, 1.735068e-8
6.324934e+10, 1.852364e-8
7.407985e+10, 1.973797e-8
8.735853e+10, 2.132439e-8
9.852097e+10, 2.273740e-8
